file	cell_id	json_ok	parse_err	has_loss_form	type_loss_form	len_loss_form	has_ref_policy_kl	type_ref_policy_kl	len_ref_policy_kl	has_sampler_backend_precision	type_sampler_backend_precision	len_sampler_backend_precision	has_per_step_zvf_path	type_per_step_zvf_path	len_per_step_zvf_path	has_group_size_schedule	type_group_size_schedule	len_group_size_schedule	has_heldout_split	type_heldout_split	len_heldout_split	has_decontamination_notes	type_decontamination_notes	len_decontamination_notes	n_v1_present	path_exists	path_basename_matches_cell_id	gs_decl	g_from_cid	gs_matches_g	task_from_cid	heldout_decl	heldout_matches_task
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	1		1	str	12	1	str	3	1	str	13	1	str	136	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=8	8	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=8	8	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=8	8	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924.json	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	1		1	str	12	1	str	3	1	str	13	1	str	143	1	str	10	1	str	16	1	str	23	7	1	1	fixed-G=16	16	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa.json	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	1		1	str	12	1	str	3	1	str	13	1	str	143	1	str	10	1	str	16	1	str	23	7	1	1	fixed-G=16	16	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e.json	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	1		1	str	12	1	str	3	1	str	13	1	str	141	1	str	10	1	str	16	1	str	23	7	1	1	fixed-G=16	16	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310.json	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	1		1	str	12	1	str	3	1	str	13	1	str	141	1	str	10	1	str	16	1	str	23	7	1	1	fixed-G=16	16	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea.json	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	1		1	str	12	1	str	3	1	str	13	1	str	142	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=2	2	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db.json	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	1		1	str	12	1	str	3	1	str	13	1	str	142	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=2	2	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42.json	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	1		1	str	12	1	str	3	1	str	13	1	str	140	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=2	2	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860.json	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	1		1	str	12	1	str	3	1	str	13	1	str	140	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=2	2	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5.json	meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	1		1	str	12	1	str	3	1	str	13	1	str	143	1	str	10	1	str	16	1	str	23	7	1	1	fixed-G=32	32	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58.json	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	1		1	str	12	1	str	3	1	str	13	1	str	142	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=4	4	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03.json	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	1		1	str	12	1	str	3	1	str	13	1	str	142	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=4	4	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db.json	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	1		1	str	12	1	str	3	1	str	13	1	str	140	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=4	4	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade.json	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	1		1	str	12	1	str	3	1	str	13	1	str	140	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=4	4	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f.json	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	1		1	str	12	1	str	3	1	str	13	1	str	142	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=8	8	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10.json	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	1		1	str	12	1	str	3	1	str	13	1	str	142	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=8	8	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef.json	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	1		1	str	12	1	str	3	1	str	13	1	str	140	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=8	8	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9.json	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	1		1	str	12	1	str	3	1	str	13	1	str	140	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=8	8	1	humaneval_subset	humaneval_subset	1
