source	project	run_id	model	task	algo	G	steps	created	headline_metric
tinker	tinker	9307b0ff-e686-5eb1-8cda-a767516653dc:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:52:23.401241+00:00	
tinker	tinker	87d49837-5c6d-5c49-b6fa-7534c63a8c33:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:52:17.169759+00:00	
tinker	tinker	e515e642-b7dd-58b5-abf4-52478c5e6e8c:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:52:15.826708+00:00	
tinker	tinker	79031da5-3e9d-5398-b69b-7592f0a9ca72:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:52:11.868007+00:00	
tinker	tinker	2523847e-0c71-5c02-83c6-2cb6a5c86af9:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:52:24.802283+00:00	
tinker	tinker	84b470a4-7f95-57fc-8ad1-2ed346e67427:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:52:21.130796+00:00	
tinker	tinker	2610ffc9-e3ed-5725-bab0-56ec9b4505ca:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:52:18.405072+00:00	
tinker	tinker	605c06e5-36e0-58bd-bda1-1f148bd32838:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:52:12.333361+00:00	
tinker	tinker	718c2d22-076f-5266-90f7-216038148747:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:52:11.982745+00:00	
tinker	tinker	285dd997-4fd0-5c1d-a253-43cc988a84e4:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:52:00.826800+00:00	
tinker	tinker	8a34ea9f-545f-5141-8795-7882ebc99829:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:52:08.816904+00:00	
tinker	tinker	d4758232-a8d5-5914-986b-d856526cc09f:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:51:56.644725+00:00	
tinker	tinker	e3f74a17-9d92-5027-b695-9156d73abfd7:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:51:43.546606+00:00	
tinker	tinker	0681c96d-998f-5608-8a60-09619ac992d1:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:51:48.002904+00:00	
tinker	tinker	e1c00dec-9b5c-5276-b211-50e8048fc9a3:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:51:37.581695+00:00	
tinker	tinker	5f6dd5c9-0a91-5882-8ad8-864145ccbd53:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:50:55.750540+00:00	
tinker	tinker	0224a0e4-e765-5a16-a5c8-c66db2627bbd:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:51:14.775072+00:00	
tinker	tinker	cca25178-066e-5961-9910-cb96d1d46088:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:51:08.322016+00:00	
tinker	tinker	a88257c0-851a-5109-9c29-7e85f86dd6ed:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:51:03.340452+00:00	
tinker	tinker	4528a7b0-fa50-5913-82c4-1dbb83166fb5:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:50:55.955231+00:00	
tinker	tinker	71cd3552-af93-520c-b259-95d16a29575d:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:50:37.318770+00:00	
tinker	tinker	ae12628b-9800-543b-a6c3-6b09fe3fdc2c:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:50:33.517153+00:00	
tinker	tinker	09eaafed-d7c4-51fa-814a-1b4f97f15aa7:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:50:37.799913+00:00	
tinker	tinker	784de8bd-9b6b-5480-b171-efbc795c7c51:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:49:49.166125+00:00	
tinker	tinker	93ae1e46-2b34-55ef-8006-3f9752a6eca4:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:49:54.884273+00:00	
tinker	tinker	8e435548-cae0-52a5-92b5-de9a26b337a5:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:49:57.538729+00:00	
tinker	tinker	06e79ade-ba1a-5939-b511-4991e065ca09:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:49:57.535044+00:00	
tinker	tinker	a77c7e4c-a42d-5e6b-9d8f-33f944000f15:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:49:54.654076+00:00	
tinker	tinker	d27cf7f7-fd6f-5f04-a331-4b9849cd1260:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:49:53.263606+00:00	
tinker	tinker	adda265c-7d94-5525-996f-67f88a9a8148:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:49:42.530421+00:00	
tinker	tinker	ab90b821-9337-5db8-85ce-479657b90832:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:49:38.263087+00:00	
tinker	tinker	22631381-9e4b-5d6f-8b01-47dd11cf5a5f:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:48:58.418432+00:00	
tinker	tinker	4d67713c-6dec-5c21-a283-208b2f8e0f43:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:48:38.469696+00:00	
tinker	tinker	cee63af4-c1bb-51c3-ba80-0f258add5d3e:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:48:46.710878+00:00	
tinker	tinker	6f43fd77-f273-52e8-9952-8d4392bf27e9:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:48:47.086635+00:00	
tinker	tinker	24c66d92-34f8-598b-9274-3ddb929536f0:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:48:44.303679+00:00	
tinker	tinker	1b39884e-6746-5dc8-ad93-23d39d49497c:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:48:28.194157+00:00	
tinker	tinker	e4748726-d2d5-51c5-a9ea-afaf85b18077:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:48:21.522984+00:00	
tinker	tinker	330b78ae-3cc1-5499-8a80-104db5970451:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:48:32.698562+00:00	
tinker	tinker	1620bfda-b28c-5c89-97f3-fce766ceb784:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:47:34.947015+00:00	
tinker	tinker	ce2f6598-d13c-558e-b4a8-018a95ab442a:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:47:45.663711+00:00	
tinker	tinker	042be16a-90d8-5b1a-a470-a77447742f6b:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:47:39.735915+00:00	
tinker	tinker	a1ecc3f1-a384-5863-90bf-c856c0fee923:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:47:37.940900+00:00	
tinker	tinker	db924b85-6c14-5c3e-ad26-3ca45922814c:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:47:22.141241+00:00	
tinker	tinker	752c77ff-5d17-5701-bcf5-74e270c0031f:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:47:45.117763+00:00	
tinker	tinker	7d878b70-4d2d-5b3f-907f-bad96c123919:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:47:26.476660+00:00	
tinker	tinker	7e66fcf4-afa4-5998-a4c9-f8da194a33c2:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:47:19.013206+00:00	
tinker	tinker	2cd528ce-a25b-5666-9f1a-7b346c8732a9:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:46:33.665974+00:00	
tinker	tinker	02f1ec45-d01e-5ea6-ba26-e49d78fefc18:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:46:18.395746+00:00	
tinker	tinker	b68adf34-441e-5395-9644-5adb38fca914:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:46:16.038887+00:00	
tinker	tinker	951e6e59-9604-5b8b-b026-e8d18882f932:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:46:17.432460+00:00	
tinker	tinker	a1943f3f-7c62-59fc-8807-2ad0978343c8:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:46:10.892046+00:00	
tinker	tinker	15b55ee2-7564-576c-a6fd-576d8b1c28cc:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:46:17.585284+00:00	
tinker	tinker	15dfc4c1-a9e2-514b-b903-74d6b418bf5a:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:46:08.277894+00:00	
tinker	tinker	60418d3c-b078-507e-9665-acf317bff0a3:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:46:15.579801+00:00	
tinker	tinker	6ea608ef-7b4d-55ee-96c4-4079cdea789e:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:44:55.726076+00:00	
tinker	tinker	526362b5-8a20-564d-945d-1d2a352e070c:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:47:44.889264+00:00	
tinker	tinker	83fc7728-d736-5853-8b28-bc52b794d0c5:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:44:44.526574+00:00	
tinker	tinker	e2722312-7917-554e-ae65-0d4e41e0145b:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:45:06.229017+00:00	
tinker	tinker	b8bee1a4-0e22-5c79-82fc-4b393120409f:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:45:46.993283+00:00	
tinker	tinker	f566683f-e23a-5238-a48e-5e0700a29e09:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:44:32.379244+00:00	
tinker	tinker	0ca5ca2f-ea04-5c96-a32c-6e7cf1e696c2:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:41:59.158058+00:00	
tinker	tinker	0feef46d-3d1e-5a87-b0e4-bf18466af08a:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:41:31.682026+00:00	
tinker	tinker	af4130be-41a9-5908-8f76-49ce7cea17d9:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:41:31.915934+00:00	
tinker	tinker	4f1027d2-d58a-524d-9247-88d6ef86f31c:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:43:17.705366+00:00	
tinker	tinker	f1faeed2-64c7-52c5-8758-657edf511aa4:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:41:37.751339+00:00	
tinker	tinker	88afcdd5-ddee-5d08-90be-9aa28d2186d0:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:36:40.767753+00:00	
tinker	tinker	a4bbc660-ac53-5062-a641-6b89e5ff34a4:train:0	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:33:01.552628+00:00	
tinker	tinker	6129a234-31e7-5824-94c9-c8d36bacd7bb:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:32:26.755021+00:00	
tinker	tinker	55152c3c-0e39-5ca5-bf3d-bb9241fc4667:train:0	Qwen/Qwen3-32B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:36:58.130433+00:00	
tinker	tinker	c408bb85-681f-50fc-8a70-36acb7b75736:train:0	Qwen/Qwen3-30B-A3B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:36:50.099553+00:00	
tinker	tinker	74887064-6381-52de-ba78-dd0c3aa1b3fa:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:29:44.674203+00:00	
tinker	tinker	344851cd-ef0b-55d6-b32b-84cdff21bee7:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:29:44.468501+00:00	
tinker	tinker	7f377c2d-807e-58e7-ac54-b92ca7b4fe3e:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:29:44.219249+00:00	
tinker	tinker	731daf0f-acf8-59df-b9fc-e85dfca49461:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:29:43.980704+00:00	
tinker	tinker	1b39472a-6d01-5f6a-9d28-1f89dc18c927:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:29:43.743172+00:00	
tinker	tinker	abbbcbb0-016c-5054-a10e-a1e25fcd2d78:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:29:37.429117+00:00	
tinker	tinker	3b508ff7-0166-5a3a-a25b-457213ca7e37:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:29:37.244649+00:00	
tinker	tinker	23405e83-9e5e-5a5b-950e-6186945fda3c:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:29:37.209791+00:00	
tinker	tinker	ebc05a35-1e13-5a0f-a2c0-657e4cbceffb:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:29:37.199305+00:00	
tinker	tinker	e7b8bd93-5ae7-58b4-bc98-198884aacc83:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:29:36.947201+00:00	
tinker	tinker	59aba08e-dc2d-59eb-a8fb-247bc5da8140:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:29:27.724001+00:00	
tinker	tinker	5a11619c-0ca6-58f9-8b2a-76a946f9a691:train:0	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:10:02.649149+00:00	
tinker	tinker	6addd47f-986c-552f-a6cf-67a10bec4c2a:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:10:06.328697+00:00	
tinker	tinker	4c986393-e662-5dcd-a922-2f2a8a935b9e:train:0	Qwen/Qwen3-32B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:09:57.568198+00:00	
tinker	tinker	28b8e5dc-1f0b-5d9d-b972-9e52a7962bd9:train:0	Qwen/Qwen3-30B-A3B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:10:09.385978+00:00	
tinker	tinker	d6d3d823-f0f4-5e99-9ed3-eed6fd4b9cb4:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:06:37.051655+00:00	
tinker	tinker	d26401bf-bd14-5490-bca5-ad67bbe2998f:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:06:31.405702+00:00	
tinker	tinker	6bd2a760-cb34-5aad-82dc-29437ef88aae:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:09:43.942396+00:00	
tinker	tinker	24751c71-8520-5bf8-b901-eee270383902:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:08:02.344745+00:00	
tinker	tinker	86c4250f-e114-5e85-aa54-4760037c093d:train:0	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:06:26.952593+00:00	
tinker	tinker	727cde4c-fd7a-5378-b884-13783e5b00b5:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:06:16.094511+00:00	
tinker	tinker	546e9c62-85c6-59fe-8ae7-0812ce5ef401:train:0	Qwen/Qwen3-32B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:08:51.650152+00:00	
tinker	tinker	44c6ed49-0c49-5b32-bd56-99bf181b6d26:train:0	Qwen/Qwen3-30B-A3B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:09:13.768273+00:00	
tinker	tinker	1555e9d7-dc2b-50b2-80f7-5c8702e8c53b:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:00:37.126840+00:00	
tinker	tinker	32e58166-767e-59d5-9ecb-15d257efe412:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:00:31.847989+00:00	
tinker	tinker	d404bd23-bc72-54fd-b829-8fda92a448c3:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:03:35.730000+00:00	
tinker	tinker	b87a9769-2d0c-5503-a914-500ef0e45010:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:03:44.117750+00:00	
tinker	tinker	4722409b-1453-55fe-b7bc-bce09d6cd4b3:train:0	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:00:26.454157+00:00	
tinker	tinker	ac71a3fe-41cf-5a09-8315-5bd134aae3ff:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:59:58.731669+00:00	
tinker	tinker	db7b2f86-a837-5e1b-af92-69a228364662:train:0	Qwen/Qwen3-32B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:03:41.157333+00:00	
tinker	tinker	2f34c703-6b3f-5202-a452-c7cd2b3909cc:train:0	Qwen/Qwen3-30B-A3B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:02:30.477123+00:00	
tinker	tinker	47cbec54-9c8c-59a2-a41c-bb1565e6ace4:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:54:39.517847+00:00	
tinker	tinker	f945462c-1421-59a6-87f3-e611d0a8ea5a:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:54:33.498016+00:00	
tinker	tinker	c8b5f769-ff7a-5434-9e8e-f0de63c5e105:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:56:20.590050+00:00	
tinker	tinker	91052fa7-3543-5c4d-9412-5f2f5a6c9a77:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:57:16.977900+00:00	
tinker	tinker	abe0277c-24c6-5f02-bd13-795178fc81ac:train:0	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:53:34.356557+00:00	
tinker	tinker	524e3ba2-9123-5cfa-b013-a33bdc1791fb:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:53:19.129590+00:00	
tinker	tinker	218254d4-0d29-571a-9225-5a1686d55029:train:0	Qwen/Qwen3-32B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:58:08.308677+00:00	
tinker	tinker	75c40c7a-3c32-5351-8e9a-e3948d27616a:train:0	Qwen/Qwen3-30B-A3B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 05:00:02.145613+00:00	
tinker	tinker	74503f36-3259-505d-b164-972062d585cd:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:49:53.957115+00:00	
tinker	tinker	f14f3fe9-d96a-59eb-bc35-1cd24d455c79:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:49:48.228781+00:00	
tinker	tinker	0a731e9e-8fcc-532f-9ae0-57d0d59c675d:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:50:56.617514+00:00	
tinker	tinker	9e9569fc-50a3-5fd8-bdd0-1a79870dfcc7:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:50:51.253387+00:00	
tinker	tinker	6b387479-44cf-5898-9f2f-21f009df5cbf:train:0	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:49:44.344881+00:00	
tinker	tinker	6170a6fa-8745-53a6-a604-cb5f4a8c7ac6:train:0	Qwen/Qwen3-4B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:47:22.608853+00:00	
tinker	tinker	b98edab8-c42f-53d4-8f7a-128d2e4a37ad:train:0	Qwen/Qwen3-32B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:51:06.877454+00:00	
tinker	tinker	f50ad03f-8857-5406-bbe1-53ad62222f73:train:0	Qwen/Qwen3-30B-A3B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:54:03.462638+00:00	
tinker	tinker	ca034350-fee1-5394-ae5f-d556a314aaef:train:0	nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:44:31.095535+00:00	
tinker	tinker	b7c7d39e-ee05-5dc6-a008-5bed69360170:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:47:00.886976+00:00	
tinker	tinker	f9964856-df7e-51d9-bfb4-72d9ff0160cc:train:0	openai/gpt-oss-20b	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:44:31.056763+00:00	
tinker	tinker	c612c226-58be-515d-bb97-06177befc351:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:47:53.594025+00:00	
tinker	tinker	e4e85602-cb0c-523a-9c30-9d07d723df5d:train:0	Qwen/Qwen3-30B-A3B-Instruct-2507	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:43:17.464501+00:00	
tinker	tinker	b17a7153-8ec7-5afb-b92b-9d8c4f9bd8db:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-06-07 04:42:54.941857+00:00	
