field	value	count
per_step_zvf_path	/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9.json	1
group_size_schedule	fixed-G=2	24
group_size_schedule	fixed-G=4	20
group_size_schedule	fixed-G=32	18
group_size_schedule	fixed-G=16	18
group_size_schedule	fixed-G=8	18
heldout_split	gsm8k_hard	40
heldout_split	humaneval_subset	34
heldout_split	gsm8k_easy	24
decontamination_notes	gsm8k-train-slice	64
decontamination_notes	humaneval-openai-subset	34
