method	step	prompt	stable	p_hat
aero	19	312	0	0.7500
aero	19	313	1	1.0000
aero	19	314	0	0.7500
aero	19	315	1	1.0000
aero	19	316	1	1.0000
aero	19	317	0	0.5000
aero	19	318	0	0.1250
aero	19	319	1	1.0000
aero	20	320	1	1.0000
aero	20	321	1	1.0000
aero	20	322	1	1.0000
aero	20	323	0	0.8750
aero	20	324	1	1.0000
aero	20	325	1	1.0000
aero	20	326	1	1.0000
aero	20	327	1	1.0000
aero	20	328	1	1.0000
aero	20	329	1	1.0000
aero	20	330	0	0.5000
aero	20	331	0	0.8750
aero	20	332	0	0.1250
aero	20	333	1	1.0000
aero	20	334	0	0.5000
aero	20	335	0	0.3750
aero	21	336	1	1.0000
aero	21	337	1	1.0000
aero	21	338	1	1.0000
aero	21	339	1	1.0000
aero	21	340	1	1.0000
aero	21	341	1	1.0000
aero	21	342	1	1.0000
aero	21	343	0	0.1250
aero	21	344	1	1.0000
aero	21	345	1	1.0000
aero	21	346	1	1.0000
aero	21	347	0	0.5000
aero	21	348	0	0.8750
aero	21	349	1	1.0000
aero	21	350	1	1.0000
aero	21	351	1	1.0000
aero	22	352	1	1.0000
aero	22	353	0	0.8750
aero	22	354	1	1.0000
aero	22	355	0	0.8750
aero	22	356	0	0.6250
aero	22	357	1	1.0000
aero	22	358	1	1.0000
aero	22	359	1	1.0000
aero	22	360	0	0.1250
aero	22	361	1	1.0000
aero	22	362	1	1.0000
aero	22	363	0	0.8750
aero	22	364	1	1.0000
aero	22	365	1	1.0000
aero	22	366	1	1.0000
aero	22	367	1	1.0000
aero	23	368	0	0.8750
aero	23	369	1	1.0000
aero	23	370	1	1.0000
aero	23	371	0	0.7500
aero	23	372	1	1.0000
aero	23	373	1	1.0000
aero	23	374	0	0.2500
aero	23	375	1	1.0000
aero	23	376	1	1.0000
aero	23	377	1	1.0000
aero	23	378	1	1.0000
aero	23	379	1	1.0000
aero	23	380	1	1.0000
aero	23	381	1	1.0000
aero	23	382	1	1.0000
aero	23	383	1	0.0000
aero	24	384	0	0.8750
aero	24	385	1	1.0000
aero	24	386	1	1.0000
aero	24	387	1	1.0000
aero	24	388	0	0.1250
aero	24	389	1	1.0000
aero	24	390	1	1.0000
aero	24	391	1	1.0000
aero	24	392	1	1.0000
aero	24	393	0	0.8750
aero	24	394	1	1.0000
aero	24	395	1	1.0000
aero	24	396	1	1.0000
aero	24	397	1	1.0000
aero	24	398	1	1.0000
aero	24	399	1	1.0000
aero	25	400	1	1.0000
aero	25	401	1	1.0000
aero	25	402	0	0.3750
aero	25	403	1	1.0000
aero	25	404	1	1.0000
aero	25	405	1	1.0000
aero	25	406	1	0.0000
aero	25	407	1	1.0000
aero	25	408	1	1.0000
aero	25	409	1	1.0000
aero	25	410	0	0.7500
aero	25	411	1	1.0000
aero	25	412	0	0.2500
aero	25	413	0	0.8750
aero	25	414	1	1.0000
aero	25	415	0	0.8750
aero	26	416	1	1.0000
aero	26	417	1	1.0000
aero	26	418	1	1.0000
aero	26	419	1	0.0000
aero	26	420	0	0.7500
aero	26	421	1	0.0000
aero	26	422	1	1.0000
aero	26	423	0	0.3750
aero	26	424	1	1.0000
aero	26	425	1	1.0000
aero	26	426	1	1.0000
aero	26	427	1	1.0000
aero	26	428	1	1.0000
aero	26	429	1	1.0000
aero	26	430	1	1.0000
aero	26	431	1	1.0000
aero	27	432	1	1.0000
aero	27	433	1	1.0000
aero	27	434	1	1.0000
aero	27	435	1	1.0000
aero	27	436	1	1.0000
aero	27	437	1	1.0000
aero	27	438	1	1.0000
aero	27	439	1	1.0000
aero	27	440	1	1.0000
aero	27	441	1	1.0000
aero	27	442	1	1.0000
aero	27	443	1	1.0000
aero	27	444	1	1.0000
aero	27	445	1	1.0000
aero	27	446	0	0.6250
aero	27	447	1	1.0000
aero	28	448	1	1.0000
aero	28	449	1	1.0000
aero	28	450	1	1.0000
aero	28	451	1	1.0000
aero	28	452	1	1.0000
aero	28	453	1	1.0000
aero	28	454	1	1.0000
aero	28	455	1	1.0000
aero	28	456	1	1.0000
aero	28	457	1	1.0000
aero	28	458	1	1.0000
aero	28	459	1	1.0000
aero	28	460	0	0.8750
aero	28	461	0	0.1250
aero	28	462	0	0.5000
aero	28	463	1	1.0000
aero	29	464	1	1.0000
aero	29	465	1	1.0000
aero	29	466	1	1.0000
aero	29	467	1	1.0000
aero	29	468	0	0.2500
aero	29	469	1	1.0000
aero	29	470	1	1.0000
aero	29	471	1	1.0000
aero	29	472	1	1.0000
aero	29	473	0	0.7500
aero	29	474	1	1.0000
aero	29	475	1	1.0000
aero	29	476	1	1.0000
aero	29	477	1	1.0000
aero	29	478	1	1.0000
aero	29	479	1	1.0000
aero	30	480	1	1.0000
aero	30	481	1	1.0000
aero	30	482	1	1.0000
aero	30	483	1	1.0000
aero	30	484	1	1.0000
aero	30	485	1	1.0000
aero	30	486	1	1.0000
aero	30	487	1	1.0000
aero	30	488	0	0.8750
aero	30	489	1	1.0000
aero	30	490	0	0.8750
aero	30	491	1	1.0000
aero	30	492	1	1.0000
aero	30	493	1	1.0000
aero	30	494	1	1.0000
aero	30	495	0	0.2500
aero	31	496	1	1.0000
aero	31	497	1	0.0000
aero	31	498	1	1.0000
aero	31	499	1	1.0000
aero	31	500	1	1.0000
aero	31	501	1	1.0000
aero	31	502	0	0.8750
aero	31	503	0	0.7500
aero	31	504	1	1.0000
aero	31	505	1	1.0000
aero	31	506	1	1.0000
aero	31	507	1	1.0000
aero	31	508	0	0.8750
aero	31	509	1	1.0000
aero	31	510	1	1.0000
aero	31	511	1	1.0000
aero	32	0	1	1.0000
aero	32	1	0	0.8750
aero	32	2	1	1.0000
aero	32	3	1	1.0000
aero	32	4	1	1.0000
aero	32	5	1	1.0000
aero	32	6	1	1.0000
aero	32	7	1	1.0000
aero	32	8	1	1.0000
aero	32	9	0	0.5000
aero	32	10	1	1.0000
aero	32	11	0	0.3750
aero	32	12	1	1.0000
aero	32	13	1	1.0000
aero	32	14	0	0.2500
aero	32	15	1	1.0000
aero	33	16	0	0.7500
aero	33	17	0	0.6250
aero	33	18	0	0.6250
aero	33	19	1	1.0000
aero	33	20	1	1.0000
aero	33	21	1	1.0000
aero	33	22	1	1.0000
aero	33	23	1	1.0000
aero	33	24	1	1.0000
aero	33	25	0	0.8750
aero	33	26	1	1.0000
aero	33	27	1	1.0000
aero	33	28	1	1.0000
aero	33	29	0	0.8750
aero	33	30	1	1.0000
aero	33	31	0	0.1250
aero	34	32	1	1.0000
aero	34	33	1	1.0000
aero	34	34	1	1.0000
aero	34	35	1	1.0000
aero	34	36	0	0.8750
aero	34	37	1	1.0000
aero	34	38	1	0.0000
aero	34	39	1	1.0000
aero	34	40	1	1.0000
aero	34	41	0	0.3750
aero	34	42	1	1.0000
aero	34	43	1	1.0000
aero	34	44	1	1.0000
aero	34	45	1	1.0000
aero	34	46	1	1.0000
aero	34	47	1	1.0000
aero	35	48	0	0.8750
aero	35	49	1	1.0000
aero	35	50	1	1.0000
aero	35	51	1	1.0000
aero	35	52	1	0.0000
aero	35	53	1	1.0000
aero	35	54	1	1.0000
aero	35	55	0	0.7500
aero	35	56	1	0.0000
aero	35	57	1	1.0000
aero	35	58	1	1.0000
aero	35	59	1	1.0000
aero	35	60	1	1.0000
aero	35	61	1	1.0000
aero	35	62	0	0.5000
aero	35	63	1	1.0000
aero	36	64	0	0.7500
aero	36	65	1	1.0000
aero	36	66	1	0.0000
aero	36	67	0	0.7500
aero	36	68	1	1.0000
aero	36	69	1	1.0000
aero	36	70	1	1.0000
aero	36	71	1	1.0000
aero	36	72	1	1.0000
aero	36	73	1	1.0000
aero	36	74	1	1.0000
aero	36	75	1	1.0000
aero	36	76	1	1.0000
aero	36	77	1	1.0000
aero	36	78	1	1.0000
aero	36	79	0	0.8750
aero	37	80	1	1.0000
aero	37	81	1	0.0000
aero	37	82	0	0.8750
aero	37	83	1	1.0000
aero	37	84	1	1.0000
aero	37	85	1	1.0000
aero	37	86	0	0.1250
aero	37	87	0	0.6250
aero	37	88	1	1.0000
aero	37	89	1	1.0000
aero	37	90	0	0.5000
aero	37	91	1	0.0000
aero	37	92	1	1.0000
aero	37	93	1	1.0000
aero	37	94	1	1.0000
aero	37	95	0	0.1250
aero	38	96	1	1.0000
aero	38	97	0	0.8750
aero	38	98	1	1.0000
aero	38	99	0	0.1250
aero	38	100	0	0.5000
aero	38	101	1	1.0000
aero	38	102	1	1.0000
aero	38	103	1	1.0000
aero	38	104	1	1.0000
aero	38	105	1	1.0000
aero	38	106	0	0.8750
aero	38	107	1	1.0000
aero	38	108	1	1.0000
aero	38	109	1	0.0000
aero	38	110	0	0.5000
aero	38	111	1	1.0000
aero	39	112	1	1.0000
aero	39	113	1	1.0000
aero	39	114	0	0.1250
aero	39	115	1	1.0000
aero	39	116	1	0.0000
aero	39	117	0	0.8750
aero	39	118	1	1.0000
aero	39	119	1	1.0000
aero	39	120	0	0.3750
aero	39	121	1	1.0000
aero	39	122	1	1.0000
aero	39	123	0	0.8750
aero	39	124	1	1.0000
aero	39	125	0	0.8750
aero	39	126	1	1.0000
aero	39	127	0	0.1250
gift	0	0	1	1.0000
gift	0	1	0	0.5000
gift	0	2	1	1.0000
gift	0	3	1	1.0000
gift	0	4	1	1.0000
gift	0	5	1	1.0000
gift	0	6	1	1.0000
gift	0	7	1	1.0000
gift	0	8	1	1.0000
gift	0	9	0	0.2500
gift	0	10	0	0.7500
gift	0	11	0	0.6250
gift	0	12	1	1.0000
gift	0	13	1	1.0000
gift	0	14	1	0.0000
gift	0	15	1	1.0000
gift	1	16	1	1.0000
gift	1	17	0	0.5000
gift	1	18	0	0.2500
gift	1	19	1	1.0000
gift	1	20	1	1.0000
gift	1	21	1	1.0000
gift	1	22	1	1.0000
gift	1	23	0	0.8750
gift	1	24	1	1.0000
gift	1	25	0	0.7500
gift	1	26	0	0.8750
gift	1	27	1	1.0000
gift	1	28	1	1.0000
gift	1	29	0	0.5000
gift	1	30	1	1.0000
gift	1	31	0	0.1250
gift	2	32	0	0.8750
gift	2	33	1	1.0000
gift	2	34	0	0.8750
gift	2	35	1	1.0000
gift	2	36	0	0.8750
gift	2	37	0	0.8750
gift	2	38	1	0.0000
gift	2	39	1	1.0000
gift	2	40	1	1.0000
gift	2	41	0	0.1250
gift	2	42	1	1.0000
gift	2	43	1	1.0000
gift	2	44	1	1.0000
gift	2	45	1	1.0000
gift	2	46	1	1.0000
gift	2	47	1	1.0000
gift	3	48	0	0.7500
gift	3	49	1	1.0000
gift	3	50	1	1.0000
gift	3	51	0	0.7500
gift	3	52	1	0.0000
gift	3	53	1	1.0000
gift	3	54	0	0.8750
gift	3	55	1	1.0000
gift	3	56	1	0.0000
gift	3	57	0	0.8750
gift	3	58	1	1.0000
gift	3	59	0	0.8750
gift	3	60	1	1.0000
gift	3	61	0	0.7500
gift	3	62	0	0.2500
gift	3	63	1	1.0000
gift	4	64	0	0.8750
gift	4	65	0	0.7500
gift	4	66	1	0.0000
gift	4	67	0	0.6250
gift	4	68	1	1.0000
gift	4	69	1	1.0000
gift	4	70	1	1.0000
gift	4	71	1	1.0000
gift	4	72	1	1.0000
gift	4	73	1	1.0000
gift	4	74	1	1.0000
gift	4	75	1	1.0000
gift	4	76	1	1.0000
gift	4	77	0	0.7500
gift	4	78	1	1.0000
gift	4	79	0	0.8750
gift	5	80	1	1.0000
gift	5	81	1	0.0000
gift	5	82	0	0.6250
gift	5	83	1	1.0000
gift	5	84	1	1.0000
gift	5	85	1	1.0000
gift	5	86	0	0.1250
gift	5	87	0	0.1250
gift	5	88	0	0.8750
gift	5	89	1	1.0000
gift	5	90	0	0.1250
gift	5	91	0	0.1250
gift	5	92	1	1.0000
gift	5	93	1	1.0000
gift	5	94	1	1.0000
gift	5	95	1	0.0000
gift	6	96	1	1.0000
gift	6	97	0	0.7500
gift	6	98	1	1.0000
gift	6	99	1	0.0000
gift	6	100	0	0.6250
gift	6	101	1	1.0000
gift	6	102	1	1.0000
gift	6	103	1	1.0000
gift	6	104	1	1.0000
gift	6	105	1	1.0000
gift	6	106	0	0.8750
gift	6	107	1	1.0000
gift	6	108	1	1.0000
gift	6	109	1	0.0000
gift	6	110	0	0.3750
gift	6	111	1	1.0000
gift	7	112	1	1.0000
gift	7	113	1	1.0000
gift	7	114	1	0.0000
gift	7	115	1	1.0000
gift	7	116	0	0.1250
gift	7	117	0	0.7500
gift	7	118	1	1.0000
gift	7	119	1	1.0000
gift	7	120	1	0.0000
gift	7	121	1	1.0000
gift	7	122	1	1.0000
gift	7	123	1	1.0000
gift	7	124	0	0.8750
gift	7	125	0	0.7500
gift	7	126	1	1.0000
gift	7	127	0	0.1250
gift	8	128	1	1.0000
gift	8	129	1	1.0000
gift	8	130	1	1.0000
gift	8	131	0	0.2500
gift	8	132	1	1.0000
gift	8	133	0	0.8750
gift	8	134	1	1.0000
gift	8	135	0	0.2500
gift	8	136	1	1.0000
gift	8	137	0	0.5000
gift	8	138	1	1.0000
gift	8	139	0	0.8750
gift	8	140	1	0.0000
gift	8	141	1	0.0000
gift	8	142	0	0.6250
gift	8	143	1	1.0000
gift	9	144	1	1.0000
gift	9	145	1	1.0000
gift	9	146	1	1.0000
gift	9	147	0	0.8750
gift	9	148	1	1.0000
gift	9	149	0	0.7500
gift	9	150	0	0.8750
gift	9	151	1	1.0000
gift	9	152	0	0.1250
gift	9	153	1	1.0000
gift	9	154	1	1.0000
gift	9	155	0	0.6250
gift	9	156	1	1.0000
gift	9	157	1	1.0000
gift	9	158	0	0.8750
gift	9	159	1	1.0000
gift	10	160	1	1.0000
gift	10	161	1	1.0000
gift	10	162	1	1.0000
gift	10	163	1	1.0000
gift	10	164	0	0.8750
gift	10	165	1	1.0000
gift	10	166	0	0.8750
gift	10	167	0	0.5000
gift	10	168	1	1.0000
gift	10	169	1	0.0000
gift	10	170	1	1.0000
gift	10	171	1	1.0000
gift	10	172	1	1.0000
gift	10	173	1	1.0000
gift	10	174	0	0.8750
gift	10	175	1	1.0000
gift	11	176	1	1.0000
gift	11	177	0	0.1250
gift	11	178	1	1.0000
gift	11	179	1	1.0000
gift	11	180	1	1.0000
gift	11	181	0	0.7500
gift	11	182	1	1.0000
gift	11	183	0	0.5000
gift	11	184	1	1.0000
gift	11	185	0	0.7500
gift	11	186	1	1.0000
gift	11	187	1	1.0000
gift	11	188	0	0.2500
gift	11	189	1	0.0000
gift	11	190	0	0.7500
gift	11	191	1	1.0000
gift	12	192	1	1.0000
gift	12	193	1	1.0000
gift	12	194	0	0.7500
gift	12	195	1	1.0000
gift	12	196	1	1.0000
gift	12	197	1	1.0000
gift	12	198	1	1.0000
gift	12	199	1	1.0000
gift	12	200	1	1.0000
gift	12	201	0	0.8750
gift	12	202	0	0.7500
gift	12	203	0	0.6250
gift	12	204	1	1.0000
gift	12	205	1	1.0000
gift	12	206	1	1.0000
gift	12	207	1	1.0000
gift	13	208	1	1.0000
gift	13	209	1	1.0000
gift	13	210	1	1.0000
gift	13	211	1	1.0000
gift	13	212	0	0.6250
gift	13	213	0	0.8750
gift	13	214	1	1.0000
gift	13	215	1	1.0000
gift	13	216	0	0.3750
gift	13	217	1	1.0000
gift	13	218	0	0.5000
gift	13	219	0	0.5000
gift	13	220	0	0.2500
gift	13	221	0	0.2500
gift	13	222	1	0.0000
gift	13	223	1	1.0000
gift	14	224	1	1.0000
gift	14	225	1	1.0000
gift	14	226	1	1.0000
gift	14	227	1	1.0000
gift	14	228	1	1.0000
gift	14	229	1	1.0000
gift	14	230	1	1.0000
gift	14	231	1	1.0000
gift	14	232	1	1.0000
gift	14	233	0	0.6250
gift	14	234	1	1.0000
gift	14	235	0	0.8750
gift	14	236	1	1.0000
gift	14	237	1	1.0000
gift	14	238	0	0.5000
gift	14	239	1	1.0000
gift	15	240	1	1.0000
gift	15	241	0	0.1250
gift	15	242	0	0.8750
gift	15	243	1	1.0000
gift	15	244	0	0.3750
gift	15	245	1	1.0000
gift	15	246	0	0.5000
gift	15	247	0	0.8750
gift	15	248	1	1.0000
gift	15	249	1	1.0000
gift	15	250	0	0.7500
gift	15	251	1	1.0000
gift	15	252	1	1.0000
gift	15	253	1	1.0000
gift	15	254	1	1.0000
gift	15	255	1	1.0000
gift	16	256	1	1.0000
gift	16	257	1	1.0000
gift	16	258	1	0.0000
gift	16	259	1	0.0000
gift	16	260	1	1.0000
gift	16	261	1	1.0000
gift	16	262	1	1.0000
gift	16	263	0	0.7500
gift	16	264	0	0.2500
gift	16	265	0	0.8750
gift	16	266	1	1.0000
gift	16	267	0	0.7500
gift	16	268	1	1.0000
gift	16	269	0	0.8750
gift	16	270	0	0.3750
gift	16	271	1	1.0000
gift	17	272	1	1.0000
gift	17	273	1	1.0000
gift	17	274	1	1.0000
gift	17	275	1	1.0000
gift	17	276	1	1.0000
gift	17	277	1	1.0000
gift	17	278	1	1.0000
gift	17	279	0	0.5000
gift	17	280	1	1.0000
gift	17	281	1	0.0000
gift	17	282	1	1.0000
gift	17	283	1	1.0000
gift	17	284	1	1.0000
gift	17	285	0	0.5000
gift	17	286	0	0.5000
gift	17	287	0	0.5000
gift	18	288	0	0.7500
gift	18	289	1	1.0000
gift	18	290	0	0.8750
gift	18	291	0	0.6250
gift	18	292	0	0.8750
gift	18	293	1	0.0000
gift	18	294	1	1.0000
gift	18	295	1	1.0000
gift	18	296	1	0.0000
gift	18	297	1	1.0000
gift	18	298	0	0.6250
gift	18	299	1	1.0000
gift	18	300	1	1.0000
gift	18	301	0	0.5000
gift	18	302	1	0.0000
gift	18	303	1	1.0000
gift	19	304	1	1.0000
gift	19	305	1	1.0000
gift	19	306	1	1.0000
gift	19	307	1	1.0000
gift	19	308	1	1.0000
gift	19	309	0	0.8750
gift	19	310	1	1.0000
gift	19	311	1	0.0000
gift	19	312	0	0.8750
gift	19	313	1	1.0000
gift	19	314	1	1.0000
gift	19	315	1	1.0000
gift	19	316	1	1.0000
gift	19	317	0	0.5000
gift	19	318	0	0.2500
gift	19	319	1	1.0000
gift	20	320	1	1.0000
gift	20	321	1	1.0000
gift	20	322	1	1.0000
gift	20	323	1	1.0000
gift	20	324	1	1.0000
gift	20	325	1	1.0000
gift	20	326	1	1.0000
gift	20	327	1	1.0000
gift	20	328	1	1.0000
gift	20	329	1	1.0000
gift	20	330	0	0.2500
gift	20	331	1	1.0000
gift	20	332	0	0.1250
gift	20	333	0	0.8750
gift	20	334	0	0.5000
gift	20	335	0	0.5000
gift	21	336	0	0.7500
gift	21	337	1	1.0000
gift	21	338	1	1.0000
gift	21	339	1	1.0000
gift	21	340	1	1.0000
gift	21	341	1	1.0000
gift	21	342	1	1.0000
gift	21	343	0	0.6250
gift	21	344	1	1.0000
gift	21	345	1	1.0000
gift	21	346	1	1.0000
gift	21	347	0	0.1250
gift	21	348	0	0.3750
gift	21	349	1	1.0000
gift	21	350	1	1.0000
gift	21	351	1	1.0000
gift	22	352	1	1.0000
gift	22	353	1	1.0000
gift	22	354	1	1.0000
gift	22	355	1	1.0000
gift	22	356	0	0.3750
gift	22	357	1	1.0000
gift	22	358	1	1.0000
gift	22	359	1	1.0000
gift	22	360	1	0.0000
gift	22	361	1	1.0000
gift	22	362	1	1.0000
gift	22	363	1	1.0000
gift	22	364	0	0.8750
gift	22	365	1	1.0000
gift	22	366	1	1.0000
gift	22	367	1	1.0000
gift	23	368	1	1.0000
gift	23	369	1	1.0000
gift	23	370	1	1.0000
gift	23	371	0	0.8750
gift	23	372	1	1.0000
gift	23	373	1	1.0000
gift	23	374	0	0.3750
gift	23	375	1	1.0000
gift	23	376	1	1.0000
gift	23	377	1	1.0000
gift	23	378	1	1.0000
gift	23	379	1	1.0000
gift	23	380	1	1.0000
gift	23	381	1	1.0000
gift	23	382	1	1.0000
gift	23	383	1	0.0000
gift	24	384	1	1.0000
gift	24	385	1	1.0000
gift	24	386	1	1.0000
gift	24	387	1	1.0000
gift	24	388	0	0.1250
gift	24	389	1	1.0000
gift	24	390	1	1.0000
gift	24	391	1	1.0000
gift	24	392	0	0.8750
gift	24	393	1	1.0000
gift	24	394	1	1.0000
gift	24	395	1	1.0000
gift	24	396	1	1.0000
gift	24	397	1	1.0000
gift	24	398	1	1.0000
gift	24	399	1	1.0000
gift	25	400	1	1.0000
gift	25	401	1	1.0000
gift	25	402	0	0.5000
gift	25	403	1	1.0000
gift	25	404	1	1.0000
gift	25	405	1	1.0000
gift	25	406	1	0.0000
gift	25	407	1	1.0000
gift	25	408	1	1.0000
gift	25	409	1	1.0000
gift	25	410	1	1.0000
gift	25	411	1	1.0000
gift	25	412	0	0.7500
gift	25	413	0	0.6250
gift	25	414	1	1.0000
gift	25	415	0	0.7500
gift	26	416	1	1.0000
gift	26	417	1	1.0000
gift	26	418	1	1.0000
gift	26	419	0	0.1250
gift	26	420	1	1.0000
gift	26	421	0	0.3750
gift	26	422	1	1.0000
gift	26	423	0	0.8750
gift	26	424	1	1.0000
gift	26	425	1	1.0000
gift	26	426	1	1.0000
gift	26	427	1	1.0000
gift	26	428	1	1.0000
gift	26	429	1	1.0000
gift	26	430	1	1.0000
gift	26	431	1	1.0000
gift	27	432	1	1.0000
gift	27	433	1	1.0000
gift	27	434	1	1.0000
gift	27	435	1	1.0000
gift	27	436	1	1.0000
gift	27	437	1	1.0000
gift	27	438	1	1.0000
gift	27	439	1	1.0000
gift	27	440	1	1.0000
gift	27	441	1	1.0000
gift	27	442	1	1.0000
gift	27	443	1	1.0000
gift	27	444	1	1.0000
gift	27	445	1	1.0000
gift	27	446	0	0.2500
gift	27	447	1	1.0000
gift	28	448	1	1.0000
gift	28	449	1	1.0000
gift	28	450	1	1.0000
gift	28	451	1	1.0000
gift	28	452	1	1.0000
gift	28	453	1	1.0000
gift	28	454	1	1.0000
gift	28	455	1	1.0000
gift	28	456	1	1.0000
gift	28	457	1	1.0000
gift	28	458	1	1.0000
gift	28	459	1	1.0000
gift	28	460	0	0.7500
gift	28	461	0	0.1250
gift	28	462	1	1.0000
gift	28	463	1	1.0000
gift	29	464	1	1.0000
gift	29	465	1	1.0000
gift	29	466	1	1.0000
gift	29	467	1	1.0000
gift	29	468	0	0.3750
gift	29	469	1	1.0000
gift	29	470	1	1.0000
gift	29	471	1	1.0000
gift	29	472	1	1.0000
gift	29	473	1	1.0000
gift	29	474	1	1.0000
gift	29	475	1	1.0000
gift	29	476	1	1.0000
gift	29	477	1	1.0000
gift	29	478	1	1.0000
gift	29	479	1	1.0000
gift	30	480	1	1.0000
gift	30	481	1	1.0000
gift	30	482	1	1.0000
gift	30	483	1	1.0000
gift	30	484	0	0.5000
gift	30	485	1	1.0000
gift	30	486	1	1.0000
gift	30	487	1	1.0000
gift	30	488	1	1.0000
gift	30	489	1	1.0000
gift	30	490	1	1.0000
gift	30	491	1	1.0000
gift	30	492	1	1.0000
gift	30	493	1	1.0000
gift	30	494	1	1.0000
gift	30	495	0	0.2500
gift	31	496	1	1.0000
gift	31	497	1	0.0000
gift	31	498	1	1.0000
gift	31	499	1	1.0000
gift	31	500	1	1.0000
gift	31	501	1	1.0000
gift	31	502	1	1.0000
gift	31	503	1	1.0000
gift	31	504	1	1.0000
gift	31	505	1	1.0000
gift	31	506	1	1.0000
gift	31	507	1	1.0000
gift	31	508	0	0.8750
gift	31	509	1	1.0000
gift	31	510	1	1.0000
gift	31	511	1	1.0000
gift	32	0	1	1.0000
gift	32	1	0	0.6250
gift	32	2	1	1.0000
gift	32	3	1	1.0000
gift	32	4	1	1.0000
gift	32	5	1	1.0000
gift	32	6	1	1.0000
gift	32	7	1	1.0000
gift	32	8	1	1.0000
gift	32	9	0	0.6250
gift	32	10	1	1.0000
gift	32	11	0	0.1250
gift	32	12	1	1.0000
gift	32	13	1	1.0000
gift	32	14	0	0.1250
gift	32	15	1	1.0000
gift	33	16	1	1.0000
gift	33	17	1	1.0000
gift	33	18	1	1.0000
gift	33	19	1	1.0000
gift	33	20	1	1.0000
gift	33	21	1	1.0000
gift	33	22	1	1.0000
gift	33	23	0	0.8750
gift	33	24	1	1.0000
gift	33	25	1	1.0000
gift	33	26	1	1.0000
gift	33	27	1	1.0000
gift	33	28	1	1.0000
gift	33	29	1	1.0000
gift	33	30	1	1.0000
gift	33	31	1	0.0000
gift	34	32	1	1.0000
gift	34	33	1	1.0000
gift	34	34	1	1.0000
gift	34	35	1	1.0000
gift	34	36	1	1.0000
gift	34	37	1	1.0000
gift	34	38	1	0.0000
gift	34	39	1	1.0000
gift	34	40	1	1.0000
gift	34	41	1	1.0000
gift	34	42	1	1.0000
gift	34	43	1	1.0000
gift	34	44	1	1.0000
gift	34	45	1	1.0000
gift	34	46	1	1.0000
gift	34	47	1	1.0000
gift	35	48	1	1.0000
gift	35	49	1	1.0000
gift	35	50	1	1.0000
gift	35	51	1	1.0000
gift	35	52	1	0.0000
gift	35	53	1	1.0000
gift	35	54	1	1.0000
gift	35	55	1	1.0000
gift	35	56	1	0.0000
gift	35	57	1	1.0000
gift	35	58	1	1.0000
gift	35	59	1	1.0000
gift	35	60	1	1.0000
gift	35	61	1	1.0000
gift	35	62	0	0.1250
gift	35	63	1	1.0000
gift	36	64	0	0.5000
gift	36	65	1	1.0000
gift	36	66	1	0.0000
gift	36	67	1	1.0000
gift	36	68	1	1.0000
gift	36	69	1	1.0000
gift	36	70	1	1.0000
gift	36	71	1	1.0000
gift	36	72	1	1.0000
gift	36	73	1	1.0000
gift	36	74	1	1.0000
gift	36	75	1	1.0000
gift	36	76	1	1.0000
gift	36	77	1	1.0000
gift	36	78	1	1.0000
gift	36	79	1	1.0000
gift	37	80	1	1.0000
gift	37	81	1	0.0000
gift	37	82	0	0.6250
gift	37	83	1	1.0000
gift	37	84	1	1.0000
gift	37	85	1	1.0000
gift	37	86	1	1.0000
gift	37	87	0	0.8750
gift	37	88	1	1.0000
gift	37	89	1	1.0000
gift	37	90	1	1.0000
gift	37	91	1	0.0000
gift	37	92	1	1.0000
gift	37	93	1	1.0000
gift	37	94	1	1.0000
gift	37	95	1	0.0000
gift	38	96	1	1.0000
gift	38	97	1	1.0000
gift	38	98	1	1.0000
gift	38	99	1	0.0000
gift	38	100	0	0.3750
gift	38	101	1	1.0000
gift	38	102	1	1.0000
gift	38	103	1	1.0000
gift	38	104	1	1.0000
gift	38	105	1	1.0000
gift	38	106	1	1.0000
gift	38	107	1	1.0000
gift	38	108	1	1.0000
gift	38	109	1	0.0000
gift	38	110	1	1.0000
gift	38	111	1	1.0000
gift	39	112	1	1.0000
gift	39	113	1	1.0000
gift	39	114	0	0.5000
gift	39	115	1	1.0000
gift	39	116	0	0.7500
gift	39	117	1	1.0000
gift	39	118	1	1.0000
gift	39	119	1	1.0000
gift	39	120	0	0.6250
gift	39	121	1	1.0000
gift	39	122	1	1.0000
gift	39	123	1	1.0000
gift	39	124	1	1.0000
gift	39	125	1	1.0000
gift	39	126	1	1.0000
gift	39	127	1	0.0000
areal	0	0	1	1.0000
areal	0	1	0	0.8750
areal	0	2	1	1.0000
areal	0	3	1	1.0000
areal	0	4	1	1.0000
areal	0	5	1	1.0000
areal	0	6	1	1.0000
areal	0	7	1	1.0000
areal	0	8	1	1.0000
areal	0	9	0	0.2500
areal	0	10	0	0.8750
areal	0	11	0	0.3750
areal	0	12	1	1.0000
areal	0	13	1	1.0000
areal	0	14	0	0.3750
areal	0	15	1	1.0000
areal	1	16	0	0.8750
areal	1	17	0	0.5000
areal	1	18	0	0.7500
areal	1	19	1	1.0000
areal	1	20	1	1.0000
areal	1	21	1	1.0000
areal	1	22	1	1.0000
areal	1	23	0	0.8750
areal	1	24	1	1.0000
areal	1	25	0	0.5000
areal	1	26	0	0.8750
areal	1	27	1	1.0000
areal	1	28	1	1.0000
areal	1	29	0	0.7500
