fset	c	seed	threshold	cost_per_tx	flagged_frac
20raw	1	453	0.8300	0.007400	0.0015
20raw	1	453	0.8400	0.007500	0.0011
20raw	1	453	0.8500	0.007600	0.0008
20raw	1	453	0.8600	0.007600	0.0007
20raw	1	453	0.8700	0.008200	0.0006
20raw	1	453	0.8800	0.008500	0.0004
20raw	1	453	0.8900	0.008700	0.0003
20raw	1	453	0.9000	0.009200	0.0002
20raw	1	453	0.9100	0.009300	0.0001
20raw	1	453	0.9200	0.009700	0.0001
20raw	1	453	0.9300	0.010300	0.0001
20raw	1	453	0.9400	0.010600	0.0001
20raw	1	453	0.9500	0.011100	0.0000
20raw	1	453	0.9600	0.011800	0.0000
20raw	1	453	0.9700	0.012800	0.0000
20raw	1	453	0.9800	0.013700	0.0000
20raw	1	453	0.9900	0.014200	0.0000
20raw	1	453	1.0000	0.014400	0.0000
20raw	10	453	0.0100	0.967500	0.9675
20raw	10	453	0.0200	0.927500	0.9275
20raw	10	453	0.0300	0.872700	0.8727
20raw	10	453	0.0400	0.818600	0.8186
20raw	10	453	0.0500	0.762800	0.7628
20raw	10	453	0.0600	0.703200	0.7032
20raw	10	453	0.0700	0.647800	0.6478
20raw	10	453	0.0800	0.591000	0.5910
20raw	10	453	0.0900	0.544200	0.5442
20raw	10	453	0.1000	0.495500	0.4955
20raw	10	453	0.1100	0.455800	0.4558
20raw	10	453	0.1200	0.420000	0.4200
20raw	10	453	0.1300	0.384100	0.3841
20raw	10	453	0.1400	0.352400	0.3524
20raw	10	453	0.1500	0.325000	0.3250
20raw	10	453	0.1600	0.296600	0.2966
20raw	10	453	0.1700	0.273100	0.2731
20raw	10	453	0.1800	0.253400	0.2534
20raw	10	453	0.1900	0.232600	0.2326
20raw	10	453	0.2000	0.213100	0.2131
20raw	10	453	0.2100	0.194900	0.1949
20raw	10	453	0.2200	0.178700	0.1787
20raw	10	453	0.2300	0.162400	0.1624
20raw	10	453	0.2400	0.148100	0.1481
20raw	10	453	0.2500	0.136900	0.1369
20raw	10	453	0.2600	0.126900	0.1269
20raw	10	453	0.2700	0.116500	0.1165
20raw	10	453	0.2800	0.107500	0.1075
20raw	10	453	0.2900	0.099800	0.0998
20raw	10	453	0.3000	0.092400	0.0924
20raw	10	453	0.3100	0.083600	0.0836
20raw	10	453	0.3200	0.077000	0.0770
20raw	10	453	0.3300	0.070300	0.0703
20raw	10	453	0.3400	0.065300	0.0653
20raw	10	453	0.3500	0.060100	0.0601
20raw	10	453	0.3600	0.054900	0.0549
20raw	10	453	0.3700	0.050000	0.0500
20raw	10	453	0.3800	0.046400	0.0464
20raw	10	453	0.3900	0.043000	0.0430
20raw	10	453	0.4000	0.039200	0.0392
20raw	10	453	0.4100	0.036000	0.0360
20raw	10	453	0.4200	0.033500	0.0335
20raw	10	453	0.4300	0.031500	0.0315
20raw	10	453	0.4400	0.030500	0.0295
20raw	10	453	0.4500	0.028100	0.0271
20raw	10	453	0.4600	0.027200	0.0252
20raw	10	453	0.4700	0.025300	0.0233
20raw	10	453	0.4800	0.024100	0.0221
20raw	10	453	0.4900	0.022900	0.0209
20raw	10	453	0.5000	0.021500	0.0195
20raw	10	453	0.5100	0.019800	0.0178
20raw	10	453	0.5200	0.018600	0.0166
20raw	10	453	0.5300	0.017600	0.0156
20raw	10	453	0.5400	0.016400	0.0144
20raw	10	453	0.5500	0.016300	0.0133
20raw	10	453	0.5600	0.015100	0.0121
20raw	10	453	0.5700	0.014500	0.0115
20raw	10	453	0.5800	0.017100	0.0111
20raw	10	453	0.5900	0.016400	0.0104
20raw	10	453	0.6000	0.017800	0.0098
20raw	10	453	0.6100	0.017600	0.0096
20raw	10	453	0.6200	0.016800	0.0088
20raw	10	453	0.6300	0.016300	0.0083
20raw	10	453	0.6400	0.015700	0.0077
20raw	10	453	0.6500	0.016100	0.0071
20raw	10	453	0.6600	0.016700	0.0067
20raw	10	453	0.6700	0.018500	0.0065
20raw	10	453	0.6800	0.018700	0.0057
20raw	10	453	0.6900	0.024900	0.0049
20raw	10	453	0.7000	0.024300	0.0043
20raw	10	453	0.7100	0.027000	0.0040
20raw	10	453	0.7200	0.028800	0.0038
20raw	10	453	0.7300	0.029500	0.0035
20raw	10	453	0.7400	0.036300	0.0033
20raw	10	453	0.7500	0.041000	0.0030
20raw	10	453	0.7600	0.042800	0.0028
20raw	10	453	0.7700	0.043600	0.0026
20raw	10	453	0.7800	0.045400	0.0024
20raw	10	453	0.7900	0.048200	0.0022
20raw	10	453	0.8000	0.050900	0.0019
20raw	10	453	0.8100	0.054700	0.0017
20raw	10	453	0.8200	0.056700	0.0017
20raw	10	453	0.8300	0.060500	0.0015
20raw	10	453	0.8400	0.065100	0.0011
20raw	10	453	0.8500	0.068800	0.0008
20raw	10	453	0.8600	0.069700	0.0007
20raw	10	453	0.8700	0.076600	0.0006
20raw	10	453	0.8800	0.081400	0.0004
20raw	10	453	0.8900	0.084300	0.0003
20raw	10	453	0.9000	0.090200	0.0002
20raw	10	453	0.9100	0.092100	0.0001
20raw	10	453	0.9200	0.096100	0.0001
20raw	10	453	0.9300	0.102100	0.0001
20raw	10	453	0.9400	0.105100	0.0001
20raw	10	453	0.9500	0.111000	0.0000
20raw	10	453	0.9600	0.118000	0.0000
20raw	10	453	0.9700	0.128000	0.0000
20raw	10	453	0.9800	0.137000	0.0000
20raw	10	453	0.9900	0.142000	0.0000
20raw	10	453	1.0000	0.144000	0.0000
20raw	100	453	0.0100	0.967500	0.9675
20raw	100	453	0.0200	0.927500	0.9275
20raw	100	453	0.0300	0.872700	0.8727
20raw	100	453	0.0400	0.818600	0.8186
20raw	100	453	0.0500	0.762800	0.7628
20raw	100	453	0.0600	0.703200	0.7032
20raw	100	453	0.0700	0.647800	0.6478
20raw	100	453	0.0800	0.591000	0.5910
20raw	100	453	0.0900	0.544200	0.5442
20raw	100	453	0.1000	0.495500	0.4955
20raw	100	453	0.1100	0.455800	0.4558
20raw	100	453	0.1200	0.420000	0.4200
20raw	100	453	0.1300	0.384100	0.3841
20raw	100	453	0.1400	0.352400	0.3524
20raw	100	453	0.1500	0.325000	0.3250
20raw	100	453	0.1600	0.296600	0.2966
20raw	100	453	0.1700	0.273100	0.2731
20raw	100	453	0.1800	0.253400	0.2534
20raw	100	453	0.1900	0.232600	0.2326
20raw	100	453	0.2000	0.213100	0.2131
20raw	100	453	0.2100	0.194900	0.1949
20raw	100	453	0.2200	0.178700	0.1787
20raw	100	453	0.2300	0.162400	0.1624
20raw	100	453	0.2400	0.148100	0.1481
20raw	100	453	0.2500	0.136900	0.1369
20raw	100	453	0.2600	0.126900	0.1269
20raw	100	453	0.2700	0.116500	0.1165
20raw	100	453	0.2800	0.107500	0.1075
20raw	100	453	0.2900	0.099800	0.0998
20raw	100	453	0.3000	0.092400	0.0924
20raw	100	453	0.3100	0.083600	0.0836
20raw	100	453	0.3200	0.077000	0.0770
20raw	100	453	0.3300	0.070300	0.0703
20raw	100	453	0.3400	0.065300	0.0653
20raw	100	453	0.3500	0.060100	0.0601
20raw	100	453	0.3600	0.054900	0.0549
20raw	100	453	0.3700	0.050000	0.0500
20raw	100	453	0.3800	0.046400	0.0464
20raw	100	453	0.3900	0.043000	0.0430
20raw	100	453	0.4000	0.039200	0.0392
20raw	100	453	0.4100	0.036000	0.0360
20raw	100	453	0.4200	0.033500	0.0335
20raw	100	453	0.4300	0.031500	0.0315
20raw	100	453	0.4400	0.039500	0.0295
20raw	100	453	0.4500	0.037100	0.0271
20raw	100	453	0.4600	0.045200	0.0252
20raw	100	453	0.4700	0.043300	0.0233
20raw	100	453	0.4800	0.042100	0.0221
20raw	100	453	0.4900	0.040900	0.0209
20raw	100	453	0.5000	0.039500	0.0195
20raw	100	453	0.5100	0.037800	0.0178
20raw	100	453	0.5200	0.036600	0.0166
20raw	100	453	0.5300	0.035600	0.0156
20raw	100	453	0.5400	0.034400	0.0144
20raw	100	453	0.5500	0.043300	0.0133
20raw	100	453	0.5600	0.042100	0.0121
20raw	100	453	0.5700	0.041500	0.0115
20raw	100	453	0.5800	0.071100	0.0111
20raw	100	453	0.5900	0.070400	0.0104
20raw	100	453	0.6000	0.089800	0.0098
20raw	100	453	0.6100	0.089600	0.0096
20raw	100	453	0.6200	0.088800	0.0088
20raw	100	453	0.6300	0.088300	0.0083
20raw	100	453	0.6400	0.087700	0.0077
20raw	100	453	0.6500	0.097100	0.0071
20raw	100	453	0.6600	0.106700	0.0067
20raw	100	453	0.6700	0.126500	0.0065
20raw	100	453	0.6800	0.135700	0.0057
20raw	100	453	0.6900	0.204900	0.0049
20raw	100	453	0.7000	0.204300	0.0043
20raw	100	453	0.7100	0.234000	0.0040
20raw	100	453	0.7200	0.253800	0.0038
20raw	100	453	0.7300	0.263500	0.0035
20raw	100	453	0.7400	0.333300	0.0033
20raw	100	453	0.7500	0.383000	0.0030
20raw	100	453	0.7600	0.402800	0.0028
20raw	100	453	0.7700	0.412600	0.0026
20raw	100	453	0.7800	0.432400	0.0024
20raw	100	453	0.7900	0.462200	0.0022
20raw	100	453	0.8000	0.491900	0.0019
20raw	100	453	0.8100	0.531700	0.0017
20raw	100	453	0.8200	0.551700	0.0017
20raw	100	453	0.8300	0.591500	0.0015
20raw	100	453	0.8400	0.641100	0.0011
20raw	100	453	0.8500	0.680800	0.0008
20raw	100	453	0.8600	0.690700	0.0007
20raw	100	453	0.8700	0.760600	0.0006
20raw	100	453	0.8800	0.810400	0.0004
20raw	100	453	0.8900	0.840300	0.0003
20raw	100	453	0.9000	0.900200	0.0002
20raw	100	453	0.9100	0.920100	0.0001
20raw	100	453	0.9200	0.960100	0.0001
20raw	100	453	0.9300	1.020100	0.0001
20raw	100	453	0.9400	1.050100	0.0001
20raw	100	453	0.9500	1.110000	0.0000
20raw	100	453	0.9600	1.180000	0.0000
20raw	100	453	0.9700	1.280000	0.0000
20raw	100	453	0.9800	1.370000	0.0000
20raw	100	453	0.9900	1.420000	0.0000
20raw	100	453	1.0000	1.440000	0.0000
20raw	1000	453	0.0100	0.967500	0.9675
20raw	1000	453	0.0200	0.927500	0.9275
20raw	1000	453	0.0300	0.872700	0.8727
20raw	1000	453	0.0400	0.818600	0.8186
20raw	1000	453	0.0500	0.762800	0.7628
20raw	1000	453	0.0600	0.703200	0.7032
20raw	1000	453	0.0700	0.647800	0.6478
20raw	1000	453	0.0800	0.591000	0.5910
20raw	1000	453	0.0900	0.544200	0.5442
20raw	1000	453	0.1000	0.495500	0.4955
20raw	1000	453	0.1100	0.455800	0.4558
20raw	1000	453	0.1200	0.420000	0.4200
20raw	1000	453	0.1300	0.384100	0.3841
20raw	1000	453	0.1400	0.352400	0.3524
20raw	1000	453	0.1500	0.325000	0.3250
20raw	1000	453	0.1600	0.296600	0.2966
20raw	1000	453	0.1700	0.273100	0.2731
20raw	1000	453	0.1800	0.253400	0.2534
20raw	1000	453	0.1900	0.232600	0.2326
20raw	1000	453	0.2000	0.213100	0.2131
20raw	1000	453	0.2100	0.194900	0.1949
20raw	1000	453	0.2200	0.178700	0.1787
20raw	1000	453	0.2300	0.162400	0.1624
20raw	1000	453	0.2400	0.148100	0.1481
20raw	1000	453	0.2500	0.136900	0.1369
20raw	1000	453	0.2600	0.126900	0.1269
20raw	1000	453	0.2700	0.116500	0.1165
20raw	1000	453	0.2800	0.107500	0.1075
20raw	1000	453	0.2900	0.099800	0.0998
20raw	1000	453	0.3000	0.092400	0.0924
20raw	1000	453	0.3100	0.083600	0.0836
20raw	1000	453	0.3200	0.077000	0.0770
20raw	1000	453	0.3300	0.070300	0.0703
20raw	1000	453	0.3400	0.065300	0.0653
20raw	1000	453	0.3500	0.060100	0.0601
20raw	1000	453	0.3600	0.054900	0.0549
20raw	1000	453	0.3700	0.050000	0.0500
20raw	1000	453	0.3800	0.046400	0.0464
20raw	1000	453	0.3900	0.043000	0.0430
20raw	1000	453	0.4000	0.039200	0.0392
20raw	1000	453	0.4100	0.036000	0.0360
20raw	1000	453	0.4200	0.033500	0.0335
20raw	1000	453	0.4300	0.031500	0.0315
20raw	1000	453	0.4400	0.129500	0.0295
20raw	1000	453	0.4500	0.127100	0.0271
20raw	1000	453	0.4600	0.225200	0.0252
20raw	1000	453	0.4700	0.223300	0.0233
20raw	1000	453	0.4800	0.222100	0.0221
20raw	1000	453	0.4900	0.220900	0.0209
20raw	1000	453	0.5000	0.219500	0.0195
20raw	1000	453	0.5100	0.217800	0.0178
20raw	1000	453	0.5200	0.216600	0.0166
20raw	1000	453	0.5300	0.215600	0.0156
20raw	1000	453	0.5400	0.214400	0.0144
20raw	1000	453	0.5500	0.313300	0.0133
20raw	1000	453	0.5600	0.312100	0.0121
20raw	1000	453	0.5700	0.311500	0.0115
20raw	1000	453	0.5800	0.611100	0.0111
20raw	1000	453	0.5900	0.610400	0.0104
20raw	1000	453	0.6000	0.809800	0.0098
20raw	1000	453	0.6100	0.809600	0.0096
20raw	1000	453	0.6200	0.808800	0.0088
20raw	1000	453	0.6300	0.808300	0.0083
20raw	1000	453	0.6400	0.807700	0.0077
20raw	1000	453	0.6500	0.907100	0.0071
20raw	1000	453	0.6600	1.006700	0.0067
20raw	1000	453	0.6700	1.206500	0.0065
20raw	1000	453	0.6800	1.305700	0.0057
20raw	1000	453	0.6900	2.004900	0.0049
20raw	1000	453	0.7000	2.004300	0.0043
20raw	1000	453	0.7100	2.304000	0.0040
20raw	1000	453	0.7200	2.503800	0.0038
20raw	1000	453	0.7300	2.603500	0.0035
20raw	1000	453	0.7400	3.303300	0.0033
20raw	1000	453	0.7500	3.803000	0.0030
20raw	1000	453	0.7600	4.002800	0.0028
20raw	1000	453	0.7700	4.102600	0.0026
20raw	1000	453	0.7800	4.302400	0.0024
20raw	1000	453	0.7900	4.602200	0.0022
20raw	1000	453	0.8000	4.901900	0.0019
20raw	1000	453	0.8100	5.301700	0.0017
20raw	1000	453	0.8200	5.501700	0.0017
20raw	1000	453	0.8300	5.901500	0.0015
20raw	1000	453	0.8400	6.401100	0.0011
20raw	1000	453	0.8500	6.800800	0.0008
20raw	1000	453	0.8600	6.900700	0.0007
20raw	1000	453	0.8700	7.600600	0.0006
20raw	1000	453	0.8800	8.100400	0.0004
20raw	1000	453	0.8900	8.400300	0.0003
20raw	1000	453	0.9000	9.000200	0.0002
20raw	1000	453	0.9100	9.200100	0.0001
20raw	1000	453	0.9200	9.600100	0.0001
20raw	1000	453	0.9300	10.200100	0.0001
20raw	1000	453	0.9400	10.500100	0.0001
20raw	1000	453	0.9500	11.100000	0.0000
20raw	1000	453	0.9600	11.800000	0.0000
20raw	1000	453	0.9700	12.800000	0.0000
20raw	1000	453	0.9800	13.700000	0.0000
20raw	1000	453	0.9900	14.200000	0.0000
20raw	1000	453	1.0000	14.400000	0.0000
20raw	1	590	0.0100	0.965000	0.9650
20raw	1	590	0.0200	0.915000	0.9150
20raw	1	590	0.0300	0.855700	0.8557
20raw	1	590	0.0400	0.793800	0.7938
20raw	1	590	0.0500	0.729200	0.7292
20raw	1	590	0.0600	0.666700	0.6667
20raw	1	590	0.0700	0.612100	0.6121
20raw	1	590	0.0800	0.561500	0.5615
20raw	1	590	0.0900	0.512700	0.5127
20raw	1	590	0.1000	0.471000	0.4710
20raw	1	590	0.1100	0.433700	0.4337
20raw	1	590	0.1200	0.398200	0.3982
20raw	1	590	0.1300	0.367600	0.3676
20raw	1	590	0.1400	0.339600	0.3396
20raw	1	590	0.1500	0.314000	0.3140
20raw	1	590	0.1600	0.288200	0.2882
20raw	1	590	0.1700	0.262600	0.2626
20raw	1	590	0.1800	0.240300	0.2403
20raw	1	590	0.1900	0.220500	0.2205
20raw	1	590	0.2000	0.204400	0.2044
20raw	1	590	0.2100	0.188800	0.1888
20raw	1	590	0.2200	0.173700	0.1737
20raw	1	590	0.2300	0.159600	0.1596
20raw	1	590	0.2400	0.146200	0.1462
20raw	1	590	0.2500	0.135000	0.1350
20raw	1	590	0.2600	0.123200	0.1232
20raw	1	590	0.2700	0.115300	0.1153
20raw	1	590	0.2800	0.106200	0.1062
20raw	1	590	0.2900	0.098100	0.0981
20raw	1	590	0.3000	0.091100	0.0911
20raw	1	590	0.3100	0.082500	0.0825
20raw	1	590	0.3200	0.076900	0.0769
20raw	1	590	0.3300	0.071600	0.0716
20raw	1	590	0.3400	0.067700	0.0677
20raw	1	590	0.3500	0.062500	0.0625
20raw	1	590	0.3600	0.057500	0.0575
20raw	1	590	0.3700	0.053300	0.0533
20raw	1	590	0.3800	0.048800	0.0488
20raw	1	590	0.3900	0.044700	0.0447
20raw	1	590	0.4000	0.041800	0.0418
20raw	1	590	0.4100	0.039100	0.0391
20raw	1	590	0.4200	0.037000	0.0370
20raw	1	590	0.4300	0.034900	0.0349
20raw	1	590	0.4400	0.032700	0.0327
20raw	1	590	0.4500	0.030900	0.0308
20raw	1	590	0.4600	0.028800	0.0287
20raw	1	590	0.4700	0.026700	0.0266
20raw	1	590	0.4800	0.025700	0.0256
20raw	1	590	0.4900	0.024000	0.0239
20raw	1	590	0.5000	0.022100	0.0220
20raw	1	590	0.5100	0.021000	0.0209
20raw	1	590	0.5200	0.019700	0.0196
20raw	1	590	0.5300	0.018300	0.0182
20raw	1	590	0.5400	0.017200	0.0171
20raw	1	590	0.5500	0.015700	0.0156
20raw	1	590	0.5600	0.014900	0.0146
20raw	1	590	0.5700	0.014400	0.0141
20raw	1	590	0.5800	0.013600	0.0133
20raw	1	590	0.5900	0.012500	0.0122
20raw	1	590	0.6000	0.010300	0.0100
20raw	1	590	0.6100	0.010000	0.0097
20raw	1	590	0.6200	0.009500	0.0089
20raw	1	590	0.6300	0.009200	0.0085
20raw	1	590	0.6400	0.008900	0.0081
20raw	1	590	0.6500	0.008500	0.0075
20raw	1	590	0.6600	0.008300	0.0071
20raw	1	590	0.6700	0.008000	0.0066
20raw	1	590	0.6800	0.008200	0.0066
20raw	1	590	0.6900	0.007700	0.0057
20raw	1	590	0.7000	0.007200	0.0052
20raw	1	590	0.7100	0.006800	0.0047
20raw	1	590	0.7200	0.006900	0.0046
20raw	1	590	0.7300	0.007000	0.0041
20raw	1	590	0.7400	0.006600	0.0036
20raw	1	590	0.7500	0.006500	0.0032
20raw	1	590	0.7600	0.006600	0.0030
20raw	1	590	0.7700	0.006700	0.0029
20raw	1	590	0.7800	0.006600	0.0026
20raw	1	590	0.7900	0.006300	0.0022
20raw	1	590	0.8000	0.006100	0.0017
20raw	1	590	0.8100	0.006100	0.0016
20raw	1	590	0.8200	0.006300	0.0015
20raw	1	590	0.8300	0.006600	0.0013
20raw	1	590	0.8400	0.006900	0.0012
20raw	1	590	0.8500	0.007300	0.0009
20raw	1	590	0.8600	0.007300	0.0005
20raw	1	590	0.8700	0.007700	0.0004
20raw	1	590	0.8800	0.008100	0.0003
20raw	1	590	0.8900	0.008400	0.0003
20raw	1	590	0.9000	0.008700	0.0003
20raw	1	590	0.9100	0.009300	0.0003
20raw	1	590	0.9200	0.009700	0.0001
20raw	1	590	0.9300	0.010400	0.0001
20raw	1	590	0.9400	0.010500	0.0001
20raw	1	590	0.9500	0.010900	0.0000
20raw	1	590	0.9600	0.011900	0.0000
20raw	1	590	0.9700	0.012700	0.0000
20raw	1	590	0.9800	0.013300	0.0000
20raw	1	590	0.9900	0.014400	0.0000
20raw	1	590	1.0000	0.014400	0.0000
20raw	10	590	0.0100	0.965000	0.9650
20raw	10	590	0.0200	0.915000	0.9150
20raw	10	590	0.0300	0.855700	0.8557
20raw	10	590	0.0400	0.793800	0.7938
20raw	10	590	0.0500	0.729200	0.7292
20raw	10	590	0.0600	0.666700	0.6667
20raw	10	590	0.0700	0.612100	0.6121
20raw	10	590	0.0800	0.561500	0.5615
20raw	10	590	0.0900	0.512700	0.5127
20raw	10	590	0.1000	0.471000	0.4710
20raw	10	590	0.1100	0.433700	0.4337
20raw	10	590	0.1200	0.398200	0.3982
20raw	10	590	0.1300	0.367600	0.3676
20raw	10	590	0.1400	0.339600	0.3396
20raw	10	590	0.1500	0.314000	0.3140
20raw	10	590	0.1600	0.288200	0.2882
20raw	10	590	0.1700	0.262600	0.2626
20raw	10	590	0.1800	0.240300	0.2403
20raw	10	590	0.1900	0.220500	0.2205
20raw	10	590	0.2000	0.204400	0.2044
20raw	10	590	0.2100	0.188800	0.1888
20raw	10	590	0.2200	0.173700	0.1737
20raw	10	590	0.2300	0.159600	0.1596
20raw	10	590	0.2400	0.146200	0.1462
20raw	10	590	0.2500	0.135000	0.1350
20raw	10	590	0.2600	0.123200	0.1232
20raw	10	590	0.2700	0.115300	0.1153
20raw	10	590	0.2800	0.106200	0.1062
20raw	10	590	0.2900	0.098100	0.0981
20raw	10	590	0.3000	0.091100	0.0911
20raw	10	590	0.3100	0.082500	0.0825
20raw	10	590	0.3200	0.076900	0.0769
20raw	10	590	0.3300	0.071600	0.0716
20raw	10	590	0.3400	0.067700	0.0677
20raw	10	590	0.3500	0.062500	0.0625
20raw	10	590	0.3600	0.057500	0.0575
20raw	10	590	0.3700	0.053300	0.0533
20raw	10	590	0.3800	0.048800	0.0488
20raw	10	590	0.3900	0.044700	0.0447
20raw	10	590	0.4000	0.041800	0.0418
20raw	10	590	0.4100	0.039100	0.0391
20raw	10	590	0.4200	0.037000	0.0370
20raw	10	590	0.4300	0.034900	0.0349
20raw	10	590	0.4400	0.032700	0.0327
20raw	10	590	0.4500	0.031800	0.0308
20raw	10	590	0.4600	0.029700	0.0287
20raw	10	590	0.4700	0.027600	0.0266
20raw	10	590	0.4800	0.026600	0.0256
20raw	10	590	0.4900	0.024900	0.0239
20raw	10	590	0.5000	0.023000	0.0220
20raw	10	590	0.5100	0.021900	0.0209
20raw	10	590	0.5200	0.020600	0.0196
20raw	10	590	0.5300	0.019200	0.0182
20raw	10	590	0.5400	0.018100	0.0171
20raw	10	590	0.5500	0.016600	0.0156
20raw	10	590	0.5600	0.017600	0.0146
20raw	10	590	0.5700	0.017100	0.0141
20raw	10	590	0.5800	0.016300	0.0133
20raw	10	590	0.5900	0.015200	0.0122
20raw	10	590	0.6000	0.013000	0.0100
20raw	10	590	0.6100	0.012700	0.0097
20raw	10	590	0.6200	0.014900	0.0089
20raw	10	590	0.6300	0.015500	0.0085
20raw	10	590	0.6400	0.016100	0.0081
20raw	10	590	0.6500	0.017500	0.0075
20raw	10	590	0.6600	0.019100	0.0071
20raw	10	590	0.6700	0.020600	0.0066
20raw	10	590	0.6800	0.022600	0.0066
20raw	10	590	0.6900	0.025700	0.0057
20raw	10	590	0.7000	0.025200	0.0052
20raw	10	590	0.7100	0.025700	0.0047
20raw	10	590	0.7200	0.027600	0.0046
20raw	10	590	0.7300	0.033100	0.0041
20raw	10	590	0.7400	0.033600	0.0036
20raw	10	590	0.7500	0.036200	0.0032
20raw	10	590	0.7600	0.039000	0.0030
20raw	10	590	0.7700	0.040900	0.0029
20raw	10	590	0.7800	0.042600	0.0026
20raw	10	590	0.7900	0.043200	0.0022
20raw	10	590	0.8000	0.045700	0.0017
20raw	10	590	0.8100	0.046600	0.0016
20raw	10	590	0.8200	0.049500	0.0015
20raw	10	590	0.8300	0.054300	0.0013
20raw	10	590	0.8400	0.058200	0.0012
20raw	10	590	0.8500	0.064900	0.0009
20raw	10	590	0.8600	0.068500	0.0005
20raw	10	590	0.8700	0.073400	0.0004
20raw	10	590	0.8800	0.078300	0.0003
20raw	10	590	0.8900	0.081300	0.0003
20raw	10	590	0.9000	0.084300	0.0003
20raw	10	590	0.9100	0.090300	0.0003
20raw	10	590	0.9200	0.096100	0.0001
20raw	10	590	0.9300	0.103100	0.0001
20raw	10	590	0.9400	0.104100	0.0001
20raw	10	590	0.9500	0.109000	0.0000
20raw	10	590	0.9600	0.119000	0.0000
20raw	10	590	0.9700	0.127000	0.0000
20raw	10	590	0.9800	0.133000	0.0000
20raw	10	590	0.9900	0.144000	0.0000
20raw	10	590	1.0000	0.144000	0.0000
20raw	100	590	0.0100	0.965000	0.9650
20raw	100	590	0.0200	0.915000	0.9150
20raw	100	590	0.0300	0.855700	0.8557
20raw	100	590	0.0400	0.793800	0.7938
20raw	100	590	0.0500	0.729200	0.7292
20raw	100	590	0.0600	0.666700	0.6667
20raw	100	590	0.0700	0.612100	0.6121
20raw	100	590	0.0800	0.561500	0.5615
20raw	100	590	0.0900	0.512700	0.5127
20raw	100	590	0.1000	0.471000	0.4710
20raw	100	590	0.1100	0.433700	0.4337
20raw	100	590	0.1200	0.398200	0.3982
20raw	100	590	0.1300	0.367600	0.3676
20raw	100	590	0.1400	0.339600	0.3396
20raw	100	590	0.1500	0.314000	0.3140
20raw	100	590	0.1600	0.288200	0.2882
20raw	100	590	0.1700	0.262600	0.2626
20raw	100	590	0.1800	0.240300	0.2403
20raw	100	590	0.1900	0.220500	0.2205
20raw	100	590	0.2000	0.204400	0.2044
20raw	100	590	0.2100	0.188800	0.1888
20raw	100	590	0.2200	0.173700	0.1737
20raw	100	590	0.2300	0.159600	0.1596
20raw	100	590	0.2400	0.146200	0.1462
20raw	100	590	0.2500	0.135000	0.1350
20raw	100	590	0.2600	0.123200	0.1232
20raw	100	590	0.2700	0.115300	0.1153
20raw	100	590	0.2800	0.106200	0.1062
20raw	100	590	0.2900	0.098100	0.0981
20raw	100	590	0.3000	0.091100	0.0911
20raw	100	590	0.3100	0.082500	0.0825
20raw	100	590	0.3200	0.076900	0.0769
20raw	100	590	0.3300	0.071600	0.0716
20raw	100	590	0.3400	0.067700	0.0677
20raw	100	590	0.3500	0.062500	0.0625
20raw	100	590	0.3600	0.057500	0.0575
20raw	100	590	0.3700	0.053300	0.0533
20raw	100	590	0.3800	0.048800	0.0488
20raw	100	590	0.3900	0.044700	0.0447
20raw	100	590	0.4000	0.041800	0.0418
20raw	100	590	0.4100	0.039100	0.0391
20raw	100	590	0.4200	0.037000	0.0370
20raw	100	590	0.4300	0.034900	0.0349
20raw	100	590	0.4400	0.032700	0.0327
20raw	100	590	0.4500	0.040800	0.0308
20raw	100	590	0.4600	0.038700	0.0287
20raw	100	590	0.4700	0.036600	0.0266
20raw	100	590	0.4800	0.035600	0.0256
20raw	100	590	0.4900	0.033900	0.0239
20raw	100	590	0.5000	0.032000	0.0220
20raw	100	590	0.5100	0.030900	0.0209
20raw	100	590	0.5200	0.029600	0.0196
20raw	100	590	0.5300	0.028200	0.0182
20raw	100	590	0.5400	0.027100	0.0171
20raw	100	590	0.5500	0.025600	0.0156
20raw	100	590	0.5600	0.044600	0.0146
20raw	100	590	0.5700	0.044100	0.0141
20raw	100	590	0.5800	0.043300	0.0133
20raw	100	590	0.5900	0.042200	0.0122
20raw	100	590	0.6000	0.040000	0.0100
20raw	100	590	0.6100	0.039700	0.0097
20raw	100	590	0.6200	0.068900	0.0089
20raw	100	590	0.6300	0.078500	0.0085
20raw	100	590	0.6400	0.088100	0.0081
20raw	100	590	0.6500	0.107500	0.0075
20raw	100	590	0.6600	0.127100	0.0071
20raw	100	590	0.6700	0.146600	0.0066
20raw	100	590	0.6800	0.166600	0.0066
20raw	100	590	0.6900	0.205700	0.0057
20raw	100	590	0.7000	0.205200	0.0052
20raw	100	590	0.7100	0.214700	0.0047
20raw	100	590	0.7200	0.234600	0.0046
20raw	100	590	0.7300	0.294100	0.0041
20raw	100	590	0.7400	0.303600	0.0036
20raw	100	590	0.7500	0.333200	0.0032
20raw	100	590	0.7600	0.363000	0.0030
20raw	100	590	0.7700	0.382900	0.0029
20raw	100	590	0.7800	0.402600	0.0026
20raw	100	590	0.7900	0.412200	0.0022
20raw	100	590	0.8000	0.441700	0.0017
20raw	100	590	0.8100	0.451600	0.0016
20raw	100	590	0.8200	0.481500	0.0015
20raw	100	590	0.8300	0.531300	0.0013
20raw	100	590	0.8400	0.571200	0.0012
20raw	100	590	0.8500	0.640900	0.0009
