cell_id	field	present_in_manifest	classification	raw_value
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=32"""
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_hard"""
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165"""
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=32"""
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_hard"""
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=4"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_hard"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=4"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_hard"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=4"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_hard"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=4"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_hard"""
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=8"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_hard"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=8"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_hard"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=8"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_hard"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=8"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_hard"""
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=16"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=16"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=16"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=16"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=2"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=2"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=2"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=2"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7"""
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=32"""
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=4"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=4"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
