manifest	cell_id	check1_cellid_parses	check2_hash_unique	check3_tensor_exists	check4_tensor_G_match	check5_tensor_model_match	check6_heldout_matches_task	check7_decontam_matches_task	check8_gss_matches_G	check5_tensor_model_match_strict	check5_tensor_model_match_canon
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924.json	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa.json	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e.json	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310.json	meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea.json	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db.json	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42.json	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860.json	meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5.json	meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58.json	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03.json	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db.json	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade.json	meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f.json	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10.json	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef.json	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9.json	meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
