cell_id	model_family	task_slice	G	temperature	seed	n_prompts	p_hat	zvf_empirical	zvf_cells	pcd_cells	mean_reward_cells	Item14_K_var_resid	Item15_K_unique	Item16_max_K_share	Item17_p_hat_var	manifest_keys
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	meta-llama/Llama-3.2-3B	gsm8k_hard	4	1.0	0	32	0.03125	0.875	0.875	0.017578125	0.03125	-0.011719	2	0.875	0.006836	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	meta-llama/Llama-3.2-3B	gsm8k_hard	4	1.0	1	32	0.007812	0.96875	0.96875	0.00439453125	0.0078125	-0.000732	2	0.96875	0.001892	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	meta-llama/Llama-3.2-3B	gsm8k_hard	8	0.6	0	32	0.035156	0.8125	0.8125	0.02435302734375	0.03515625	0.118286	3	0.8125	0.006088	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s1_e453dd702b	meta-llama/Llama-3.2-3B	gsm8k_hard	8	0.6	1	32	0.042969	0.75	0.75	0.02947998046875	0.04296875	0.146606	4	0.75	0.007431	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s0_509de77c10	meta-llama/Llama-3.2-3B	gsm8k_hard	8	1.0	0	32	0.007812	0.9375	0.9375	0.0059814453125	0.0078125	-0.003418	2	0.9375	0.000916	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t1_s1_eb472478d3	meta-llama/Llama-3.2-3B	gsm8k_hard	8	1.0	1	32	0.023438	0.8125	0.8125	0.0179443359375	0.0234375	-0.030762	2	0.8125	0.00238	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s0_fcf1ee8924	meta-llama/Llama-3.2-3B	humaneval_subset	16	0.6	0	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t0.6_s1_7b9d73e4fa	meta-llama/Llama-3.2-3B	humaneval_subset	16	0.6	1	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s0_5eca406a5e	meta-llama/Llama-3.2-3B	humaneval_subset	16	1.0	0	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G16_t1_s1_54abe1b310	meta-llama/Llama-3.2-3B	humaneval_subset	16	1.0	1	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s0_74596db7ea	meta-llama/Llama-3.2-3B	humaneval_subset	2	0.6	0	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t0.6_s1_f00f8119db	meta-llama/Llama-3.2-3B	humaneval_subset	2	0.6	1	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s0_f87f680e42	meta-llama/Llama-3.2-3B	humaneval_subset	2	1.0	0	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G2_t1_s1_a0dffa8860	meta-llama/Llama-3.2-3B	humaneval_subset	2	1.0	1	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G32_t0.6_s0_4199d781a5	meta-llama/Llama-3.2-3B	humaneval_subset	32	0.6	0	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s0_88fd09ba58	meta-llama/Llama-3.2-3B	humaneval_subset	4	0.6	0	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t0.6_s1_c2e1c58d03	meta-llama/Llama-3.2-3B	humaneval_subset	4	0.6	1	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s0_17fc7e91db	meta-llama/Llama-3.2-3B	humaneval_subset	4	1.0	0	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G4_t1_s1_ade17b9ade	meta-llama/Llama-3.2-3B	humaneval_subset	4	1.0	1	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s0_0614d05c8f	meta-llama/Llama-3.2-3B	humaneval_subset	8	0.6	0	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t0.6_s1_ff5b88ec10	meta-llama/Llama-3.2-3B	humaneval_subset	8	0.6	1	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s0_2d6d38d3ef	meta-llama/Llama-3.2-3B	humaneval_subset	8	1.0	0	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
meta-llama-Llama-3-2-3B_humaneval_subset_G8_t1_s1_12354b9ca9	meta-llama/Llama-3.2-3B	humaneval_subset	8	1.0	1	32	0.0	1.0	1.0	0.0	0.0	0.0	1	1.0	0.0	cell_id,decontamination_notes,group_size_schedule,heldout_split,loss_form,per_step_zvf_path,ref_policy_kl,sampler_backend_precision
