method	seed	step	n_prompts	k_mean	item_13_step	item_14_step	item_15_step	item_16_step	item_17_step	p_hat	zvf_obs
grpo	0	28	16	7.1875	0.6741823597067474	4.884860646599777	4	0.75	0.06712239583333333	0.8984375	0.8125
grpo	0	29	16	7.625	0.41207606443207584	1.937704918032787	3	0.8125	0.01640625	0.953125	0.8125
grpo	0	30	16	7.5	0.5350630939449118	3.8355555555555556	3	0.8125	0.035416666666666666	0.9375	0.8125
grpo	0	31	16	7.3125	0.5123739617159355	4.032478632478632	4	0.75	0.0494140625	0.9140625	0.75
grpo	0	32	16	7.125	0.4827221662273695	2.229406850459482	5	0.6875	0.039322916666666666	0.890625	0.6875
grpo	0	33	16	7.0	0.5239118325918368	3.876190476190476	5	0.625	0.06666666666666667	0.875	0.6875
grpo	0	34	16	7.1875	0.7827882398044983	5.798127090301004	3	0.875	0.0775390625	0.8984375	0.875
grpo	0	35	16	6.875	0.9110341991774753	6.705858585858586	3	0.8125	0.11640625	0.859375	0.9375
grpo	0	36	16	7.1875	0.6741823597067474	4.884860646599777	4	0.75	0.06712239583333333	0.8984375	0.8125
grpo	0	37	16	5.8125	0.7289418068714606	5.561884280593958	6	0.625	0.16295572916666667	0.7265625	0.75
grpo	0	38	16	6.4375	0.6208436356911492	4.723132686084143	5	0.625	0.11243489583333334	0.8046875	0.6875
grpo	0	39	16	6.4375	0.6966749085529194	4.935223300970874	6	0.6875	0.1166015625	0.8046875	0.75
